Product & Geography Sales Metrics (Gold),,,,
Time:Week Ending 01-10-24,,,,
Province:All Provinces,,,,
Supplier:All Supplier,,,,
Brand:All Brands,,,,
SOF Same Store:All Stores,,,,
e_Commerce:All Sales,,,,
Geography,Product,UPC ID,Dollar Sales,Unit Sales
4535,Pepsi Multipack 4260 Ml,00006900001984,74.16,6
4535,Pepsi Zero Sugar 355 Ml,00006900016900,24.98,3
4535,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,53.94,9
4535,Cocacola Diet 2000 Ml,00006700001897,35.96,6
4535,Fanta Soda Pop Orange 1332 Ml,00006700002153,41.96,6
4535,Canaddry Ginger Ale Cranbry 1332 Ml,00006210002048,61.96,6
4535,Comp Soft Drink Cola 1332 Ml,00005574255844,30.98,3
4535,Canaddry Gingerale Diet 4260 Ml,00006210001894,21.38,3
4535,Marble Pop Blueberry 200 Ml,00007441078814,6.98,3
4535,Pepsi 1000 Ml,00006900001982,6.98,3
4533,7Up Soft Drink Diet 1332 Ml,00006540001808,19.98,3
4533,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,191.84,24
4533,Fanta Soda Pop Orange 1332 Ml,00006700002153,20.98,3
4533,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,38.98,3
4533,Canaddry Gingerale Diet 4260 Ml,00006210001894,64.14,9
4533,Pepsi 1000 Ml,00006900001982,13.96,6
4528,Pepsi Multipack 4260 Ml,00006900001984,34.98,3
4528,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,23.98,3
4528,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,53.94,9
4528,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,38.98,3
4528,Canaddry Gingerale Diet 4260 Ml,00006210001894,21.38,3
4528,Cocacola Zero 500 Ml,00006700001463,13.96,6
4528,Marble Pop Blueberry 200 Ml,00007441078814,27.92,12
4536,Fanta Soft Drink Orange 2000 Ml,00006700002164,4.98,3
4536,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,49.96,6
4536,Pepsi Multipack 4260 Ml,00006900001984,78.36,6
4536,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,47.96,6
4536,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,94.76,6
4536,Comp Cranberry Ginger Ale 355 Ml,00005574255291,4.98,3
4536,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,71.92,12
4536,Fanta Soda Pop Orange 1332 Ml,00006700002153,20.98,3
4536,Canaddry Gingerale Diet 4260 Ml,00006210001894,42.76,6
4536,Cocacola Zero 500 Ml,00006700001463,13.96,6
4536,Marble Pop Blueberry 200 Ml,00007441078814,13.96,6
4532,Canaddry Gingerale 1332 Ml,00006210001144,27.98,3
4532,Fanta Soft Drink Orange 2000 Ml,00006700002164,14.94,9
4532,Pepsi Multipack 4260 Ml,00006900001984,187.5,15
4532,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,311.74,39
4532,Pepsi Diet Multipack 710Ml 6Pk 4260 Ml,00006900002066,47.38,3
4532,Brio Soft Drink Chinotto Btl 355 Ml,00005995721320,35.96,6
4532,Cocacola Diet 2000 Ml,00006700001897,35.96,6
4532,Fanta Soda Pop Orange 1332 Ml,00006700002153,20.98,3
4532,7Up Zero 355Ml 12Pk 4260 Ml,00006540001160,38.98,3
4532,Canaddry Gingerale Diet 4260 Ml,00006210001894,171.04,24
4532,Fanta Orange Can 1332 Ml,00006700012089,12.98,3
4532,Cocacola Zero 500 Ml,00006700001463,27.92,12
4532,Mountain Dew Diet 591 Ml,00006900006058,30.78,3
4532,Jarritos Soft Drink Fruit Pnch 370 Ml,00009047842003,6.98,3
4523,Cocacola Diet Caff/Free Can 355 Ml,00006700001929,24.98,3
4523,Cocacola Zero Sugar Zero Caff 1332 Ml,00006700002114,47.96,6
